SceneNameSaveFile,SceneNameUnityInternal,ID,Value,Mutator,IsSemiPersistent,Category
Abyss_05,Abyss_05,Abyss Dive Cutscene,FALSE,None,FALSE,persistentBool
Abyss_05,Abyss_05,Abyss Crawler Large (1),FALSE,None,TRUE,persistentBool
Abyss_05,Abyss_05,Remasker New Sharp Ultra,FALSE,None,FALSE,persistentBool
Abyss_06,Abyss_06,Abyss Crawler Large,FALSE,None,TRUE,persistentBool
Abyss_07,Abyss_07,Abyss_Weaver_Hanging_Plat,FALSE,None,FALSE,persistentBool
Abyss_07,Abyss_07,Abyss_Weaver_Hanging_Plat (5),FALSE,None,FALSE,persistentBool
Abyss_07,Abyss_07,Abyss_Weaver_Hanging_Plat (1),FALSE,None,FALSE,persistentBool
Abyss_07,Abyss_07,Abyss_Weaver_Hanging_Plat (2),FALSE,None,FALSE,persistentBool
Abyss_07,Abyss_07,Abyss_Weaver_Hanging_Plat (3),FALSE,None,FALSE,persistentBool
Abyss_07,Abyss_07,Abyss_Weaver_Hanging_Plat (6),FALSE,None,FALSE,persistentBool
Abyss_07,Abyss_07,Abyss_Weaver_Hanging_Plat (7),FALSE,None,FALSE,persistentBool
Abyss_07,Abyss_07,Abyss_Weaver_Hanging_Plat (4),FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Power Chamber Read,FALSE,None,FALSE,persistentBool
Abyss_08,Abyss_08,Weaver Servitor Broken,FALSE,None,TRUE,persistentBool
Abyss_08,Abyss_08,break_spool_upright_weaver,FALSE,None,TRUE,persistentBool
Abyss_08,Abyss_08,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Abyss_09,Abyss_09,explode_wall (4),FALSE,None,FALSE,persistentBool
Abyss_09,Abyss_09,explode_wall (3),FALSE,None,FALSE,persistentBool
Abyss_09,Abyss_09,explode_wall 4,FALSE,None,FALSE,persistentBool
Abyss_09,Abyss_09,break_spool_upright_weaver,FALSE,None,TRUE,persistentBool
Abyss_09,Abyss_09,break_spool_upright_weaver (1),FALSE,None,TRUE,persistentBool
Abyss_09,Abyss_09,Abyss_Collapse_Wall,FALSE,None,FALSE,persistentBool
Abyss_11,Abyss_11,Abyss_Collapse_Wall_bot,FALSE,None,FALSE,persistentBool
Weave_12,Abyss_12,weaver_lift_power_chamber,FALSE,None,FALSE,persistentBool
Weave_12,Abyss_12,weaver_lift_power_chamber,FALSE,None,FALSE,persistentBool
Weave_12,Abyss_13,weaver_lift_power_chamber,FALSE,None,FALSE,persistentBool
Abyss_13,Abyss_13,break_spool_upright_weaver (1),FALSE,None,TRUE,persistentBool
Abyss_13,Abyss_13,break_spool_upright_weaver,FALSE,None,TRUE,persistentBool
Abyss_13,Abyss_13,Abyss_Collapse_Wall,FALSE,None,FALSE,persistentBool
Abyss_Cocoon,Abyss_Cocoon,glow_rim_Remasker,FALSE,None,FALSE,persistentBool
Ant_02,Ant_02,Battle Scene,FALSE,None,FALSE,persistentBool
Ant_02,Ant_02,Bone Hunter Throw,FALSE,None,FALSE,persistentBool
Ant_04,Ant_04,Silkcatcher Plant (2),FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Silkcatcher Plant (1),FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Silkcatcher Plant,FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Secret Mask New,FALSE,None,FALSE,persistentBool
Ant_04,Ant_04,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Hunter Trap Plate (1),FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Hunter Trap Plate (3),FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Hunter Trap Plate,FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Hunter Trap Cage (1),FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Hunter Trap Plate (4),FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Bone Hunter Child (1),FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Bone Hunter,FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Bone Hunter Child,FALSE,None,TRUE,persistentBool
Ant_04,Ant_04,Bone Hunter (1),FALSE,None,TRUE,persistentBool
Ant_04_left,Ant_04_left,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Ant_04_left,Ant_04_left,Bone Hunter,FALSE,None,TRUE,persistentBool
Ant_04_left,Ant_04_left,Secret Mask New,FALSE,None,FALSE,persistentBool
Ant_04_left,Ant_04_left,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_04_left,Ant_04_left,Hunter Trap Plate (2),FALSE,None,TRUE,persistentBool
Ant_04_left,Ant_04_left,Hunter Trap Plate (1),FALSE,None,TRUE,persistentBool
Ant_04_left,Ant_04_left,Hunter Trap Cage,FALSE,None,TRUE,persistentBool
Ant_04_left,Ant_04_left,Bone Hunter Child,FALSE,None,TRUE,persistentBool
Ant_04_left,Ant_04_left,Bone Hunter,FALSE,None,TRUE,persistentBool
Ant_04_left,Ant_04_left,Bone Hunter Child,FALSE,None,TRUE,persistentBool
Ant_04_left,Ant_04_left,Black_Thread_Core,FALSE,None,FALSE,persistentBool
Ant_04_left,Ant_04_left,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Secret Mask New,FALSE,None,FALSE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter,FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Fly (3),FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Child,FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Child,FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Child (1),FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter,FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Fly (2),FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter (Return),FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Fly (Return) (4),FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Child (Return),FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Child (Return) (1),FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Battle Scene Black Thread,FALSE,None,FALSE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter,FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Child,FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Fly (6),FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Fly (1),FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter,FALSE,None,TRUE,persistentBool
Ant_04_mid,Ant_04_mid,Bone Hunter Fly (5),FALSE,None,TRUE,persistentBool
Ant_05b,Ant_05b,ant_lever_persistent,FALSE,None,FALSE,persistentBool
Ant_05b,Ant_05b,Battle Scene,FALSE,None,FALSE,persistentBool
Ant_05b,Ant_05b,Bone Hunter Child,FALSE,None,TRUE,persistentBool
Ant_05b,Ant_05b,Bone Hunter Child (1),FALSE,None,TRUE,persistentBool
Ant_05b,Ant_05b,Bone Hunter Child,FALSE,None,TRUE,persistentBool
Ant_05b,Ant_05b,Bone Hunter Child (3),FALSE,None,TRUE,persistentBool
Ant_05b,Ant_05b,One Way Wall,FALSE,None,FALSE,persistentBool
Ant_05b,Ant_05b,Remasker New (1),FALSE,None,FALSE,persistentBool
Ant_05b,Ant_05b,Remasker New,FALSE,None,FALSE,persistentBool
Ant_05b,Ant_05b,Black_Thread_Core,FALSE,None,FALSE,persistentBool
Ant_05b,Ant_05b,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_05b,Ant_05b,Bone Hunter Child,FALSE,None,TRUE,persistentBool
Ant_05b,Ant_05b,Bone Hunter Child (1),FALSE,None,TRUE,persistentBool
Ant_05c,Ant_05c,Gilly,FALSE,None,FALSE,persistentBool
Ant_05c,Ant_05c,Remasker New Sharp (1),FALSE,None,FALSE,persistentBool
Ant_05c,Ant_05c,Remasker New Sharp,FALSE,None,FALSE,persistentBool
Ant_08,Ant_08,Bone Hunter,FALSE,None,TRUE,persistentBool
Ant_08,Ant_08,Bone Hunter Child (1),FALSE,None,TRUE,persistentBool
Ant_08,Ant_08,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_08,Ant_08,Bone Hunter Child (2),FALSE,None,TRUE,persistentBool
Ant_08,Ant_08,Bone Hunter (1),FALSE,None,TRUE,persistentBool
Ant_08,Ant_08,Bone Hunter (1),FALSE,None,TRUE,persistentBool
Ant_08,Ant_08,Bone Hunter Fly (1),FALSE,None,TRUE,persistentBool
Ant_08,Ant_08,Bone Hunter Child (4),FALSE,None,TRUE,persistentBool
Ant_08,Ant_08,Bone Hunter Throw,FALSE,None,FALSE,persistentBool
Ant_08,Ant_08,Bone Hunter (1),FALSE,None,TRUE,persistentBool
Ant_08,Ant_08,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Ant_09,Ant_09,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_09,Ant_09,Silkcatcher Plant,FALSE,None,TRUE,persistentBool
Ant_09,Ant_09,Silkcatcher Plant (1),FALSE,None,TRUE,persistentBool
Ant_17,Ant_17,Gilly,FALSE,None,FALSE,persistentBool
Ant_17,Ant_17,Remasker New Sharp Ultra,FALSE,None,FALSE,persistentBool
Ant_19,Ant_19,Collapser Small (6),FALSE,None,FALSE,persistentBool
Ant_19,Ant_19,Bone Circler Vicious,FALSE,None,TRUE,persistentBool
Ant_19,Ant_19,Collapser Small (7),FALSE,None,FALSE,persistentBool
Ant_19,Ant_19,Enemy Break Cage (9),FALSE,None,TRUE,persistentBool
Ant_19,Ant_19,Enemy Break Cage (8),FALSE,None,TRUE,persistentBool
Ant_19,Ant_19,Enemy Break Cage (4),FALSE,None,TRUE,persistentBool
Ant_19,Ant_19,Enemy Break Cage (3),FALSE,None,TRUE,persistentBool
Ant_19,Ant_19,Enemy Break Cage (10),FALSE,None,TRUE,persistentBool
Ant_19,Ant_19,Enemy Break Cage (6),FALSE,None,TRUE,persistentBool
Ant_19,Ant_19,Enemy Break Cage (5),FALSE,None,TRUE,persistentBool
Ant_19,Ant_19,Enemy Break Cage (7),FALSE,None,TRUE,persistentBool
Ant_19,Ant_19,ant_lever_persistent,FALSE,None,FALSE,persistentBool
Ant_19,Ant_19,Remasker New,FALSE,None,FALSE,persistentBool
Ant_19,Ant_19,Remasker New (1),FALSE,None,FALSE,persistentBool
Ant_20,Ant_20,Mapper Sit NPC,FALSE,None,FALSE,persistentBool
Ant_20,Ant_20,Hunter Trap Plate (2),FALSE,None,TRUE,persistentBool
Ant_20,Ant_20,Hunter Trap Cage (1),FALSE,None,TRUE,persistentBool
Ant_20,Ant_20,Bone Hunter,FALSE,None,TRUE,persistentBool
Ant_20,Ant_20,Enemy Break Cage,FALSE,None,TRUE,persistentBool
Ant_20,Ant_20,Enemy Break Cage (2),FALSE,None,TRUE,persistentBool
Ant_20,Ant_20,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Ant_20,Ant_20,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Ant_20,Ant_20,Enemy Break Cage (1),FALSE,None,TRUE,persistentBool
Ant_21,Ant_21,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_21,Ant_21,Battle Scene Extra,FALSE,None,FALSE,persistentBool
Ant_21,Ant_21,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_21,Ant_21,Bone Hunter Fly (1),FALSE,None,TRUE,persistentBool
Ant_21,Ant_21,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_21,Ant_21,Bone Hunter Fly,FALSE,None,TRUE,persistentBool
Ant_21,Ant_21,ant_item_string,FALSE,None,FALSE,persistentBool
Ant_21,Ant_21,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Ant_21,Ant_21,Hunter Trap Plate,FALSE,None,TRUE,persistentBool
Ant_21,Ant_21,Ant Chest,FALSE,None,FALSE,persistentBool
Ant_21,Ant_21,Hunter Trap Cage,FALSE,None,TRUE,persistentBool
Ant_Merchant,Ant_Merchant,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Ant_Merchant,Ant_Merchant,Remasker New Sharp Ultra,FALSE,None,FALSE,persistentBool
Ant_Queen,Ant_Queen,thread_memory,FALSE,None,FALSE,persistentBool
Ant_Queen,Ant_Queen,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Ant_Queen,Ant_Queen,Gilly,FALSE,None,FALSE,persistentBool
Aqueduct_01,Aqueduct_01,Breakable Wall Aqueduct Start,FALSE,None,FALSE,persistentBool
Aqueduct_01,Aqueduct_01,Swamp Ductsucker,FALSE,None,TRUE,persistentBool
Aqueduct_01,Aqueduct_01,Swamp Barnacle (5),FALSE,None,TRUE,persistentBool
Aqueduct_01,Aqueduct_01,Swamp Barnacle (1),FALSE,None,TRUE,persistentBool
Aqueduct_01,Aqueduct_01,Swamp Barnacle (4),FALSE,None,TRUE,persistentBool
Aqueduct_01,Aqueduct_01,Swamp Ductsucker (1),FALSE,None,TRUE,persistentBool
Aqueduct_01,Aqueduct_01,Swamp Ductsucker (2),FALSE,None,TRUE,persistentBool
Aqueduct_01,Aqueduct_01,Swamp Barnacle (2),FALSE,None,TRUE,persistentBool
Aqueduct_01,Aqueduct_01,Swamp Barnacle (3),FALSE,None,TRUE,persistentBool
Aqueduct_01,Aqueduct_01,Remasker New Sharp Ultra,FALSE,None,FALSE,persistentBool
Aqueduct_01,Aqueduct_01,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Aqueduct_08,Aqueduct_02,Breakable Wall_Silhouette,FALSE,None,FALSE,persistentBool
Aqueduct_02,Aqueduct_02,Breakable Wall,FALSE,None,FALSE,persistentBool
Aqueduct_02,Aqueduct_02,Swamp Barnacle,FALSE,None,TRUE,persistentBool
Aqueduct_02,Aqueduct_02,Swamp Barnacle (1),FALSE,None,TRUE,persistentBool
Aqueduct_02,Aqueduct_02,Remasker New,FALSE,None,FALSE,persistentBool
Aqueduct_03,Aqueduct_03,Breakable Wall,FALSE,None,FALSE,persistentBool
Aqueduct_03,Aqueduct_03,Swamp Barnacle (7),FALSE,None,TRUE,persistentBool
Aqueduct_03,Aqueduct_03,Swamp Ductsucker (1),FALSE,None,TRUE,persistentBool
Aqueduct_03,Aqueduct_03,Swamp Barnacle (6),FALSE,None,TRUE,persistentBool
Aqueduct_03,Aqueduct_03,Swamp Ductsucker (3),FALSE,None,TRUE,persistentBool
Aqueduct_03,Aqueduct_03,Swamp Ductsucker,FALSE,None,TRUE,persistentBool
Aqueduct_03,Aqueduct_03,Swamp Barnacle (1),FALSE,None,TRUE,persistentBool
Aqueduct_03,Aqueduct_03,Swamp Barnacle (3),FALSE,None,TRUE,persistentBool
Aqueduct_03,Aqueduct_03,Remasker New Sharp,FALSE,None,FALSE,persistentBool
Aqueduct_04,Aqueduct_04,drop_planks,FALSE,None,FALSE,persistentBool
Aqueduct_04,Aqueduct_04,Remasker New Sharp Ultra,FALSE,None,FALSE,persistentBool
Aqueduct_04,Aqueduct_04,One Way Wall,FALSE,None,FALSE,persistentBool
Aqueduct_04,Aqueduct_04,Breakable Wall bot mid,FALSE,None,FALSE,persistentBool
Aqueduct_04,Aqueduct_04,Swamp Barnacle,FALSE,None,TRUE,persistentBool
Aqueduct_04,Aqueduct_04,Swamp Barnacle (2),FALSE,None,TRUE,persistentBool
Aqueduct_04,Aqueduct_04,Swamp Barnacle (3),FALSE,None,TRUE,persistentBool
Aqueduct_04,Aqueduct_04,Swamp Ductsucker,FALSE,None,TRUE,persistentBool
Aqueduct_04,Aqueduct_04,Remasker New Sharp,FALSE,None,FALSE,persistentBool
Aqueduct_04,Aqueduct_04,Remasker New Sharp (1),FALSE,None,FALSE,persistentBool
Aqueduct_04,Aqueduct_04,Remasker New Sharp Ultra,FALSE,None,FALSE,persistentBool
Aueduct_04,Aqueduct_04,Collectable Item Pickup Slab Key,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05,tool_metal_deposit,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05,Collectable Item Pickup - Tool Metal,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05,Remasker New Sharp Ultra,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05,thread_memory vassal,FALSE,None,FALSE,persistentBool
GLOBAL_SHARED,Aqueduct_05_caravan,Caravan Troupe Hunter,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_caravan,Caravan Troupe Leader Fleatopia NPC,FALSE,None,FALSE,persistentBool
GLOBAL_SHARED,Aqueduct_05_caravan,Caravan Lech,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_caravan,Caravan Troup Member Short Pot,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Caravan Troupe Leader Festival Intro,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Collectable Item Pickup Reward 1,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Collectable Item Pickup Reward 2,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Collectable Item Pickup Reward 3,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Collectable Item Pickup Reward 1,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Collectable Item Pickup Reward 2,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Collectable Item Pickup Reward 3,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Collectable Item Pickup Reward 1,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Collectable Item Pickup Reward 2,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_festival,Collectable Item Pickup Reward 3,FALSE,None,FALSE,persistentBool
Aqueduct_05,Aqueduct_05_pre,Hornet Hint Dlg,FALSE,None,FALSE,persistentBool
Aqueduct_06,Aqueduct_06,Secret Sound Region (1),FALSE,None,FALSE,persistentBool
Aqueduct_06,Aqueduct_06,Secret Sound Region,FALSE,None,FALSE,persistentBool
Aqueduct_06,Aqueduct_06,thread_memory,FALSE,None,FALSE,persistentBool
Aqueduct_06,Aqueduct_06,Swamp Barnacle (4),FALSE,None,TRUE,persistentBool
Aqueduct_06,Aqueduct_06,Swamp Barnacle (2),FALSE,None,TRUE,persistentBool
Aqueduct_06,Aqueduct_06,Swamp Barnacle (3),FALSE,None,TRUE,persistentBool
Aqueduct_06,Aqueduct_06,Swamp Barnacle (5),FALSE,None,TRUE,persistentBool
Aqueduct_06,Aqueduct_06,Swamp Barnacle,FALSE,None,TRUE,persistentBool
Aqueduct_06,Aqueduct_06,Remasker New Sharp Ultra,FALSE,None,FALSE,persistentBool
Aqueduct_07,Aqueduct_07,thread_memory,FALSE,None,FALSE,persistentBool
Aqueduct_07,Aqueduct_07,Swamp Barnacle (1),FALSE,None,TRUE,persistentBool
Aqueduct_07,Aqueduct_07,Swamp Barnacle,FALSE,None,TRUE,persistentBool
Aqueduct_07,Aqueduct_07,Remasker New,FALSE,None,FALSE,persistentBool
Aqueduct_07,Aqueduct_07,Remasker New (1),FALSE,None,FALSE,persistentBool
Aqueduct_08,Aqueduct_08,Breakable Wall_Silhouette,FALSE,None,FALSE,persistentBool
Aqueduct_08,Aqueduct_08,Swamp Barnacle (1),FALSE,None,TRUE,persistentBool
Aqueduct_08,Aqueduct_08,Remasker New,FALSE,None,FALSE,persistentBool
Aqueduct_08,Aqueduct_08,Remasker New (1),FALSE,None,FALSE,persistentBool
Arborium_01,Arborium_01,Moss Vine Cluster,FALSE,None,FALSE,persistentBool
Arborium_01,Arborium_01,Breakable Window Arborium,FALSE,None,FALSE,persistentBool
Arborium_01,Arborium_01,Remasker New Sharp Ultra,FALSE,None,FALSE,persistentBool
Arborium_01,Arborium_01,Arborium Keeper (2),FALSE,None,TRUE,persistentBool
Arborium_02,Arborium_02,Rhino,FALSE,None,FALSE,persistentBool
Arborium_02,Arborium_02,Bone Goomba Large,FALSE,None,TRUE,persistentBool
Arborium_02,Arborium_02,Bone Circler Vicious (1),FALSE,None,TRUE,persistentBool
Arborium_02,Arborium_02,Bone Circler Vicious (2),FALSE,None,TRUE,persistentBool
Arborium_02,Arborium_02,Bone Circler Vicious,FALSE,None,TRUE,persistentBool
Arborium_03,Arborium_03,Arborium Keeper,FALSE,None,TRUE,persistentBool
Arborium_03,Arborium_03,Bloom Shooter (3),FALSE,None,TRUE,persistentBool
Arborium_03,Arborium_03,Bloom Shooter (1),FALSE,None,TRUE,persistentBool
Arborium_03,Arborium_03,Bloom Shooter,FALSE,None,TRUE,persistentBool
Arborium_03,Arborium_03,Bloom Shooter (2),FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,MossBone Cocoon (2),FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,MossBone Cocoon (3),FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,MossBone Cocoon (1),FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,Bone Thumper,FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,MossBone Cocoon,FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,MossBone Cocoon (2)(Clone),FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,MossBone Cocoon (3)(Clone),FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,MossBone Cocoon (1)(Clone),FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,Bone Thumper(Clone),FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,MossBone Cocoon(Clone),FALSE,None,TRUE,persistentBool
Arborium_04,Arborium_04,Moss Vine Cluster (1),FALSE,None,FALSE,persistentBool
Arborium_04,Arborium_04,Moss Vine Cluster (2),FALSE,None,FALSE,persistentBool
Arborium_04,Arborium_04,Moss Vine Cluster,FALSE,None,FALSE,persistentBool
Arborium_04,Arborium_04,moss_berry_fruit,FALSE,None,FALSE,persistentBool
Arborium_04,Arborium_04,Remasker New,FALSE,None,FALSE,persistentBool
Arborium_04,Arborium_04,Remasker New (3),FALSE,None,FALSE,persistentBool
Arborium_04,Arborium_04,Remasker New (2),FALSE,None,FALSE,persistentBool
Arborium_04,Arborium_04,Remasker New (4),FALSE,None,FALSE,persistentBool
Arborium_04,Arborium_04,Remasker New (1),FALSE,None,FALSE,persistentBool
Arborium_05,Arborium_05,Bloom Shooter,FALSE,None,TRUE,persistentBool
Arborium_05,Arborium_05,Collectable Item Pickup,FALSE,None,FALSE,persistentBool
Arborium_05,Arborium_05,Coral Crust Wall Sphere,FALSE,None,FALSE,persistentBool
Arborium_06,Arborium_06,Coral Goomba Large (1),FALSE,None,TRUE,persistentBool
Arborium_06,Arborium_06,Crust Wall,FALSE,None,FALSE,persistentBool
Arborium_06,Arborium_06,Coral Crust Wall Tall (1),FALSE,None,FALSE,persistentBool
Arborium_06,Arborium_06,Coral Crust Wall Tall (3),FALSE,None,FALSE,persistentBool
Arborium_06,Arborium_06,Coral Crust Wall Mid (1),FALSE,None,FALSE,persistentBool
Arborium_06,Arborium_06,Coral Crust Wall Tall,FALSE,None,FALSE,persistentBool
Arborium_06,Arborium_06,Coral Conch Shooter Heavy,FALSE,None,TRUE,persistentBool
Arborium_06,Arborium_06,Coral Conch Shooter (2),FALSE,None,TRUE,persistentBool
Arborium_06,Arborium_06,Coral Crust Wall Small,FALSE,None,FALSE,persistentBool
